Year,Country,Variable name,Variable total,Variable per capita,Unit total,Unit per capita,Historical
2011,Austria,food waste,1714822043031.2634,204750.86136000004,kcal,kcal / capita,1
2012,Austria,food waste,1721570017169.105,204750.86136000004,kcal,kcal / capita,1
2013,Austria,food waste,1730525615094.13,204750.86136000004,kcal,kcal / capita,1
2014,Austria,food waste,1741976511766.5493,204750.86136000004,kcal,kcal / capita,1
2015,Austria,food waste,1757770993211.8596,204750.86136000004,kcal,kcal / capita,1
2020,Austria,food waste,1806366767397.9043,204750.86136000004,kcal,kcal / capita,1
2025,Austria,food waste,1680227982462.0608,182554.3303542859,kcal,kcal / capita,1
2030,Austria,food waste,1325733032459.2825,138938.0844942857,kcal,kcal / capita,1
2035,Austria,food waste,1147969055352.3674,117000.4922057144,kcal,kcal / capita,1
2040,Austria,food waste,951432041771.3801,95062.89991714306,kcal,kcal / capita,1
2045,Austria,food waste,741527032079.2659,73125.30762857148,kcal,kcal / capita,1
2050,Austria,food waste,522612106985.87354,51187.715340000024,kcal,kcal / capita,1
1990,Austria,cement production,3.776000000000001,4.939293518825433e-07,Mt,Mt / capita,1
1991,Austria,cement production,3.7760000000000007,4.89697546921351e-07,Mt,Mt / capita,1
1992,Austria,cement production,3.776,4.841709066882389e-07,Mt,Mt / capita,1
1993,Austria,cement production,3.7760000000000007,4.790346842170632e-07,Mt,Mt / capita,1
1994,Austria,cement production,3.776,4.7624176635245976e-07,Mt,Mt / capita,1
1995,Austria,cement production,3.776,4.753578685638011e-07,Mt,Mt / capita,1
1996,Austria,cement production,3.7760000000000007,4.747853878258539e-07,Mt,Mt / capita,1
1997,Austria,cement production,3.776,4.740760977510764e-07,Mt,Mt / capita,1
1998,Austria,cement production,3.776,4.737103311506193e-07,Mt,Mt / capita,1
1999,Austria,cement production,3.776,4.7303707465655015e-07,Mt,Mt / capita,1
2000,Austria,cement production,3.776,4.718710612325182e-07,Mt,Mt / capita,1
2001,Austria,cement production,3.802000000000001,4.7400892612916243e-07,Mt,Mt / capita,1
2002,Austria,cement production,3.918000000000001,4.85884786523208e-07,Mt,Mt / capita,1
2003,Austria,cement production,3.886,4.797369175088297e-07,Mt,Mt / capita,1
2004,Austria,cement production,4.355700000000001,5.349291925291921e-07,Mt,Mt / capita,1
2005,Austria,cement production,4.559700000000002,5.559688339456914e-07,Mt,Mt / capita,1
2006,Austria,cement production,4.852199999999999,5.878392081313273e-07,Mt,Mt / capita,1
2007,Austria,cement production,5.202499999999999,6.280948991329693e-07,Mt,Mt / capita,1
2008,Austria,cement production,5.308999999999999,6.390234748746055e-07,Mt,Mt / capita,1
2009,Austria,cement production,4.646,5.574083176694717e-07,Mt,Mt / capita,1
2010,Austria,cement production,4.254,5.093608527088621e-07,Mt,Mt / capita,1
2011,Austria,cement production,4.4270000000000005,5.285866640939808e-07,Mt,Mt / capita,1
2012,Austria,cement production,4.455000000000001,5.298448963805351e-07,Mt,Mt / capita,1
2013,Austria,cement production,4.385000000000001,5.188207092876599e-07,Mt,Mt / capita,1
2014,Austria,cement production,4.400000000000001,5.171733280550311e-07,Mt,Mt / capita,1
2015,Austria,cement production,4.446932474104756,5.179931049032637e-07,Mt,Mt / capita,1
2020,Austria,cement production,4.356589556316342,4.938174684937941e-07,Mt,Mt / capita,1
2025,Austria,cement production,3.899273790811364,4.23650435047828e-07,Mt,Mt / capita,1
2030,Austria,cement production,3.3473469792641777,3.5080515160278484e-07,Mt,Mt / capita,1
2035,Austria,cement production,2.8566180697446013,2.9114523483498087e-07,Mt,Mt / capita,1
2040,Austria,cement production,2.623068272473633,2.6208543092341243e-07,Mt,Mt / capita,1
2045,Austria,cement production,2.458613595871187,2.424549177037291e-07,Mt,Mt / capita,1
2050,Austria,cement production,2.2902650144184507,2.2432207758704214e-07,Mt,Mt / capita,1
1990,Austria,steel production,5.707,7.465187529644263e-07,Mt,Mt / capita,1
1991,Austria,steel production,5.707,7.401228549470735e-07,Mt,Mt / capita,1
1992,Austria,steel production,5.707,7.317699588108527e-07,Mt,Mt / capita,1
1993,Austria,steel production,5.706999999999999,7.240071352825155e-07,Mt,Mt / capita,1
1994,Austria,steel production,5.707,7.197859535417076e-07,Mt,Mt / capita,1
1995,Austria,steel production,5.707,7.184500412853848e-07,Mt,Mt / capita,1
1996,Austria,steel production,5.706999999999999,7.175848009327721e-07,Mt,Mt / capita,1
1997,Austria,steel production,5.707,7.165127886296062e-07,Mt,Mt / capita,1
1998,Austria,steel production,5.707,7.159599734842649e-07,Mt,Mt / capita,1
1999,Austria,steel production,5.707,7.149424218921959e-07,Mt,Mt / capita,1
2000,Austria,steel production,5.707,7.131801235312451e-07,Mt,Mt / capita,1
2001,Austria,steel production,5.868999999999999,7.317092023808662e-07,Mt,Mt / capita,1
2002,Austria,steel production,6.189,7.675193833058024e-07,Mt,Mt / capita,1
2003,Austria,steel production,6.260999999999999,7.72936912126295e-07,Mt,Mt / capita,1
2004,Austria,steel production,6.529999999999999,8.019578086680954e-07,Mt,Mt / capita,1
2005,Austria,steel production,7.031000000000001,8.572969431041856e-07,Mt,Mt / capita,1
2006,Austria,steel production,7.129,8.636712655637099e-07,Mt,Mt / capita,1
2007,Austria,steel production,7.577999999999999,9.14887678160431e-07,Mt,Mt / capita,1
2008,Austria,steel production,7.594,9.140599488034951e-07,Mt,Mt / capita,1
2009,Austria,steel production,5.661999999999999,6.793038946716635e-07,Mt,Mt / capita,1
2010,Austria,steel production,7.205999999999999,8.628242370992149e-07,Mt,Mt / capita,1
2011,Austria,steel production,7.473999999999999,8.92400435382519e-07,Mt,Mt / capita,1
2012,Austria,steel production,7.421,8.825990967541975e-07,Mt,Mt / capita,1
2013,Austria,steel production,7.952999999999999,9.409763058072424e-07,Mt,Mt / capita,1
2014,Austria,steel production,7.875999999999999,9.257402572185053e-07,Mt,Mt / capita,1
2015,Austria,steel production,7.687269000000001,8.954380037754549e-07,Mt,Mt / capita,1
2020,Austria,steel production,7.772697951520215,8.810318199982171e-07,Mt,Mt / capita,1
2025,Austria,steel production,7.071342033144902,7.68291043263845e-07,Mt,Mt / capita,1
2030,Austria,steel production,7.560182274522821,7.923143030549129e-07,Mt,Mt / capita,1
2035,Austria,steel production,7.400805137373027,7.542867464536645e-07,Mt,Mt / capita,1
2040,Austria,steel production,6.406834299478706,6.401426702669457e-07,Mt,Mt / capita,1
2045,Austria,steel production,6.211854654338537,6.125788580744855e-07,Mt,Mt / capita,1
2050,Austria,steel production,5.864853554045778,5.744383840755482e-07,Mt,Mt / capita,1
1990,Belgium,final energy demand,384.5735645409212,3.865922720672017e-05,TWh,TWh / capita,1
1991,Belgium,final energy demand,396.2306541920098,3.967474177035687e-05,TWh,TWh / capita,1
1992,Belgium,final energy demand,395.9319935904604,3.95062973567504e-05,TWh,TWh / capita,1
1993,Belgium,final energy demand,394.55629573145563,3.918790174719887e-05,TWh,TWh / capita,1
1994,Belgium,final energy demand,392.4340284193207,3.8852426983949886e-05,TWh,TWh / capita,1
1995,Belgium,final energy demand,397.40346439688653,3.922812906720651e-05,TWh,TWh / capita,1
1996,Belgium,final energy demand,414.6793053215955,4.088310990983237e-05,TWh,TWh / capita,1
1997,Belgium,final energy demand,405.2855835697137,3.9850204269768804e-05,TWh,TWh / capita,1
1998,Belgium,final energy demand,405.3254879976383,3.976795420503612e-05,TWh,TWh / capita,1
1999,Belgium,final energy demand,400.0312093819459,3.916594111370101e-05,TWh,TWh / capita,1
2000,Belgium,final energy demand,396.3065887230787,3.8705273832874585e-05,TWh,TWh / capita,1
2001,Belgium,final energy demand,403.19924390880465,3.9285099861391604e-05,TWh,TWh / capita,1
2002,Belgium,final energy demand,379.9211101865935,3.685075112930689e-05,TWh,TWh / capita,1
2003,Belgium,final energy demand,395.70077895696795,3.82103842967283e-05,TWh,TWh / capita,1
2004,Belgium,final energy demand,396.52571044665063,3.8140597658237445e-05,TWh,TWh / capita,1
2005,Belgium,final energy demand,382.14380887060076,3.6583306835153394e-05,TWh,TWh / capita,1
2006,Belgium,final energy demand,384.45157472041177,3.657478861679766e-05,TWh,TWh / capita,1
2007,Belgium,final energy demand,373.38935751425987,3.527688205397232e-05,TWh,TWh / capita,1
2008,Belgium,final energy demand,387.8057820243887,3.635611265993111e-05,TWh,TWh / capita,1
2009,Belgium,final energy demand,352.76025374637345,3.2805508165695174e-05,TWh,TWh / capita,1
2010,Belgium,final energy demand,381.1222509953153,3.51591873725199e-05,TWh,TWh / capita,1
2011,Belgium,final energy demand,350.66431077361096,3.187672485665022e-05,TWh,TWh / capita,1
2012,Belgium,final energy demand,351.5578305634861,3.1740822841713756e-05,TWh,TWh / capita,1
2013,Belgium,final energy demand,365.5520522683676,3.28203362899184e-05,TWh,TWh / capita,1
2014,Belgium,final energy demand,338.62762734912644,3.028642099780754e-05,TWh,TWh / capita,1
2015,Belgium,final energy demand,357.98752161927604,3.1857149840724365e-05,TWh,TWh / capita,1
2020,Belgium,final energy demand,350.54835161065677,3.075366184451924e-05,TWh,TWh / capita,1
2025,Belgium,final energy demand,307.88184309130037,2.615939801670836e-05,TWh,TWh / capita,1
2030,Belgium,final energy demand,276.0924057713577,2.2769283591117107e-05,TWh,TWh / capita,1
2035,Belgium,final energy demand,239.06128687837338,1.919462815272727e-05,TWh,TWh / capita,1
2040,Belgium,final energy demand,207.3936318506058,1.6263879117388485e-05,TWh,TWh / capita,1
2045,Belgium,final energy demand,188.77357300470422,1.4507022172464674e-05,TWh,TWh / capita,1
2050,Belgium,final energy demand,172.38548244408406,1.3032666100291262e-05,TWh,TWh / capita,1
1990,Belgium,final energy demand industry,157.78815401174114,1.5861641721917622e-05,TWh,TWh / capita,1
1991,Belgium,final energy demand industry,157.78815401174117,1.5799394112005003e-05,TWh,TWh / capita,1
1992,Belgium,final energy demand industry,157.78815401174114,1.574418292200059e-05,TWh,TWh / capita,1
1993,Belgium,final energy demand industry,157.78815401174117,1.5671747588822044e-05,TWh,TWh / capita,1
1994,Belgium,final energy demand industry,157.78815401174114,1.5621613541940216e-05,TWh,TWh / capita,1
1995,Belgium,final energy demand industry,157.78815401174114,1.5575440642528365e-05,TWh,TWh / capita,1
1996,Belgium,final energy demand industry,157.78815401174114,1.5556287377130476e-05,TWh,TWh / capita,1
1997,Belgium,final energy demand industry,157.78815401174114,1.55147146200823e-05,TWh,TWh / capita,1
1998,Belgium,final energy demand industry,157.78815401174114,1.5481168267594045e-05,TWh,TWh / capita,1
1999,Belgium,final energy demand industry,157.78815401174117,1.5448598518129398e-05,TWh,TWh / capita,1
2000,Belgium,final energy demand industry,157.78815401174117,1.541037641661742e-05,TWh,TWh / capita,1
2001,Belgium,final energy demand industry,160.0540384934,1.5594619733102452e-05,TWh,TWh / capita,1
2002,Belgium,final energy demand industry,144.14890422399998,1.3981837946598961e-05,TWh,TWh / capita,1
2003,Belgium,final energy demand industry,144.13542016940005,1.3918268773592964e-05,TWh,TWh / capita,1
2004,Belgium,final energy demand industry,139.86027938720005,1.3452733338444072e-05,TWh,TWh / capita,1
2005,Belgium,final energy demand industry,130.7387874880831,1.2515856771480496e-05,TWh,TWh / capita,1
2006,Belgium,final energy demand industry,138.25373398199997,1.3152764687079204e-05,TWh,TWh / capita,1
2007,Belgium,final energy demand industry,136.5813647539,1.2903861875629102e-05,TWh,TWh / capita,1
2008,Belgium,final energy demand industry,132.25980422230003,1.2399124937193364e-05,TWh,TWh / capita,1
2009,Belgium,final energy demand industry,105.1196047493,9.775767012734956e-06,TWh,TWh / capita,1
2010,Belgium,final energy demand industry,120.1825106704212,1.1087044643880292e-05,TWh,TWh / capita,1
2011,Belgium,final energy demand industry,115.79897863779615,1.0526569335141849e-05,TWh,TWh / capita,1
2012,Belgium,final energy demand industry,115.0279651747979,1.0385438602246546e-05,TWh,TWh / capita,1
2013,Belgium,final energy demand industry,117.6189741462753,1.0560176756228315e-05,TWh,TWh / capita,1
2014,Belgium,final energy demand industry,116.22378978320371,1.039490680335321e-05,TWh,TWh / capita,1
2015,Belgium,final energy demand industry,116.14932080538698,1.0336076241033812e-05,TWh,TWh / capita,1
2020,Belgium,final energy demand industry,107.5424441007821,9.43471548108122e-06,TWh,TWh / capita,1
2025,Belgium,final energy demand industry,94.06861107637182,7.99260590789702e-06,TWh,TWh / capita,1
2030,Belgium,final energy demand industry,95.9536532113536,7.913277931238445e-06,TWh,TWh / capita,1
2035,Belgium,final energy demand industry,93.66873842637482,7.520818728563411e-06,TWh,TWh / capita,1
2040,Belgium,final energy demand industry,83.78338267704424,6.570321353391004e-06,TWh,TWh / capita,1
2045,Belgium,final energy demand industry,79.31174755101027,6.0950124635864925e-06,TWh,TWh / capita,1
2050,Belgium,final energy demand industry,75.12605142399161,5.679670525386486e-06,TWh,TWh / capita,1
1990,Belgium,living space,371076168.0957233,37.3024024949203,m2,m2 / capita,1
1991,Belgium,living space,372538161.1567067,37.3024024949203,m2,m2 / capita,1
1992,Belgium,living space,373844565.8968838,37.3024024949203,m2,m2 / capita,1
1993,Belgium,living space,375572487.78525347,37.3024024949203,m2,m2 / capita,1
1994,Belgium,living space,376777803.01466936,37.3024024949203,m2,m2 / capita,1
1995,Belgium,living space,377894748.8525747,37.3024024949203,m2,m2 / capita,1
1996,Belgium,living space,378360021.7188939,37.3024024949203,m2,m2 / capita,1
1997,Belgium,living space,379373863.7163033,37.3024024949203,m2,m2 / capita,1
1998,Belgium,living space,380195934.06248635,37.3024024949203,m2,m2 / capita,1
1999,Belgium,living space,380997488.0872972,37.3024024949203,m2,m2 / capita,1
2000,Belgium,living space,381942469.84970105,37.3024024949203,m2,m2 / capita,1
2001,Belgium,living space,382849999.99999994,37.3024024949203,m2,m2 / capita,1
2002,Belgium,living space,385499999.9999996,37.3918799967991,m2,m2 / capita,1
2003,Belgium,living space,388589999.9999996,37.5237402185664,m2,m2 / capita,1
2004,Belgium,living space,391639999.9999999,37.6706560844352,m2,m2 / capita,1
2005,Belgium,living space,394790000.0000003,37.7939492154398,m2,m2 / capita,1
2006,Belgium,living space,398389999.99999976,37.9008202727291,m2,m2 / capita,1
2007,Belgium,living space,402280000.00000036,38.0063968805807,m2,m2 / capita,1
2008,Belgium,living space,405980000.0,38.0599137553617,m2,m2 / capita,1
2009,Belgium,living space,409800000.00000024,38.1100112711893,m2,m2 / capita,1
2010,Belgium,living space,413389999.9999996,38.1359430733018,m2,m2 / capita,1
2011,Belgium,living space,416979999.9999999,37.9050742329672,m2,m2 / capita,1
2012,Belgium,living space,420899999.99999964,38.0014642616949,m2,m2 / capita,1
2013,Belgium,living space,424939999.9999995,38.152360563958894,m2,m2 / capita,1
2014,Belgium,living space,428750000.0,38.346850504971,m2,m2 / capita,1
2015,Belgium,living space,433099602.9187943,38.541340445983096,m2,m2 / capita,1
